,targets,prediction_on_real_data
0,1.0000000000000004,1.0244707
1,0.8386765550421011,1.0408745
2,0.8448157196754336,0.8784545
3,0.8611869121014117,0.8846644
4,0.7803546211310812,0.9012141
5,0.859140350416117,0.8193625
6,0.7469304827361531,0.899146
7,0.738744756417526,0.785423
8,0.7721691550237302,0.7771035
9,0.8072987181211917,0.8110555
10,0.8727829674025531,0.8466838
11,0.7639836889163791,0.9129272
12,0.6538198624991578,0.8027454
13,0.6354023685991605,0.69063705
14,0.5685538315980279,0.6718525
15,0.5576397900511343,0.60359377
16,0.5688949685807896,0.59243965
17,0.5549112146115918,0.60394245
18,0.45770799142655916,0.5896507
19,0.485334102170917,0.49022174
20,0.4331513328932295,0.5184921
21,0.47851292378333676,0.46508792
22,0.4178035514155365,0.51151246
23,0.45156882679322674,0.44937816
24,0.3973397560415206,0.48393857
25,0.3874488652316366,0.42843103
26,0.5129604731265505,0.41830665
27,0.49215554076977286,0.54675484
28,0.521145939233902,0.52547157
29,0.49283755452402067,0.55512697
30,0.4638471560598916,0.5261693
31,0.4103000990624328,0.49650466
32,0.4058663591316334,0.44169748
33,0.33253752051440655,0.43715906
34,0.4976124314375818,0.36210603
35,0.4590722791463304,0.5310544
36,0.6047065454324989,0.491618
37,0.4982947054031053,0.64052314
38,0.49795356842034355,0.53175235
39,0.4246247298031167,0.53140336
40,0.5593452147536673,0.45636025
41,0.5968622163079091,0.59418267
42,0.37619368670198083,0.6325129
43,0.3110503141921055,0.40678596
44,0.23431088638108832,0.3401206
45,0.34174613735876713,0.26165563
46,0.34276928809577667,0.37152955
47,0.18894955570225713,0.37257656
48,0.031377836920909896,0.21533072
49,0.0,0.054927737
50,0.06411996156159061,0.023111127
51,0.11937244326158192,0.0881775
52,0.10402440157261283,0.14438973
53,0.23362887262684096,0.12876305
54,0.3168486020539518,0.2609588
55,0.33049095882911184,0.3460529
56,0.4386084837723141,0.3600118
57,0.4263301545056497,0.47067362
58,0.3946111806019781,0.45810592
59,0.45600256672402617,0.425638
60,0.40552522214887166,0.48847643
61,0.35982249427600266,0.4368099
62,0.3987037835500158,0.39002952
63,0.43792620980679065,0.42982733
64,0.3969986190587589,0.46997526
65,0.35231930213417506,0.42808187
66,0.32128234198475125,0.3823502
67,0.5327419945350429,0.35058928
68,0.46555258076242456,0.5669857
69,0.47748977304632767,0.49824992
70,0.47407918385253733,0.51046556
71,0.37551167294773347,0.50697553
72,0.3403818496389963,0.40608793
73,0.2854705049217663,0.37013337
74,0.24931779108729568,0.313955
75,0.42155527759208855,0.27699178
76,0.3342426850056639,0.4532184
77,0.26364242182797915,0.36385092
78,0.18281039106892472,0.2916348
79,0.16575718488869873,0.20906526
80,0.0924283462714719,0.19166681
81,0.12551160789491433,0.11696243
82,0.09413377097400488,0.15064277
83,0.05832193391101992,0.1186976
84,0.11596185406779203,0.08228607
85,0.05388819398022049,0.14091648
86,0.041609864713555655,0.0777819
87,0.05388819398022049,0.065313146
88,0.1429056908466264,0.0777819
89,0.1688266370997269,0.16836675
90,0.07060026317768475,0.19479777
91,0.04740789236412635,0.094763935
92,0.10095494936158467,0.071200244
93,0.019781781619768513,0.12563893
94,0.12892219708870423,0.043163884
95,0.20736704960225438,0.15411723
96,0.18587984327995288,0.23413332
97,0.2271485710107468,0.21219774
98,0.2298771464502889,0.2543379
99,0.18144610334915345,0.25712556
100,0.33083209581187356,0.20767303
101,0.4280353189969066,0.3603609
102,0.4331513328932295,0.4598513
103,0.34686215125509046,0.46508792
104,0.37858112515876163,0.37676516
105,0.40620723590311947,0.40922973
106,0.4120055237649658,0.43750796
107,0.3912005914081882,0.4434432
108,0.4539562652500071,0.42214698
109,0.6957708641954752,0.4863821
110,0.5978853670449187,0.7333828
111,0.5798090101276832,0.6335578
112,0.6077762578548027,0.61509395
113,0.5678718178437805,0.6436574
114,0.49795356842034355,0.60289687
115,0.34276928809577667,0.53140336
116,0.3185537665452087,0.37257656
117,0.3079808619810773,0.3477975
118,0.31002716345509596,0.3369804
119,0.3400409728675102,0.3390739
120,0.3223054927217608,0.3697845
121,0.2592086818971797,0.3516362
122,0.21487024174408198,0.2871021
123,0.22237369409718566,0.24179587
124,0.13778993716157917,0.24946007
125,0.15245570488502436,0.16315289
126,0.13403821098502755,0.17810218
127,0.15620743106157642,0.1593298
128,0.14529338951468285,0.18192756
129,0.24147346196270636,0.1708005
130,0.2939971080118795,0.26897478
131,0.32673949286383586,0.32267588
132,0.2974079574169455,0.3561731
133,0.2950205189601647,0.32616475
134,0.23090029718729843,0.3237227
135,0.15995889702685195,0.2581709
136,0.2442017771909728,0.18575315
137,0.2667121342502834,0.271763
138,0.3683490973661159,0.29477322
139,0.506821308493218,0.39875668
140,0.5020464315796569,0.5404751
141,0.5405865838709083,0.53559047
142,0.643587834706512,0.57500666
143,0.6705319316966221,0.68020236
144,0.6681444932398413,0.70767295
145,0.6555252872016908,0.7052398
146,0.5811732978474544,0.6923759
147,0.5757161469683698,0.6164878
148,0.5289905285697674,0.6109123
149,0.5422920085734413,0.5631494
